numer_sta;date;pmer;tend;cod_tend;dd;ff;t;td;u;vv;ww;w1;w2;n;nbas;hbas;cl;cm;ch;pres;niv_bar;geop;tend24;tn12;tn24;tx12;tx24;tminsol;sw;tw;raf10;rafper;per;etat_sol;ht_neige;ssfrai;perssfrai;rr1;rr3;rr6;rr12;rr24;phenspe1;phenspe2;phenspe3;phenspe4;nnuage1;ctype1;hnuage1;nnuage2;ctype2;hnuage2;nnuage3;ctype3;hnuage3;nnuage4;ctype4;hnuage4;
07434;20240101000000;101540;40;0;210;4.400000;278.150000;277.450000;95;36070;0;mq;mq;100;8;250;mq;mq;mq;96680;mq;mq;610;mq;mq;mq;mq;278.250000;mq;mq;6.700000;6.700000;-10;2;0.000000;mq;mq;-0.100000;2.400000;2.600000;2.600000;8.600000;mq;mq;mq;mq;1;mq;210;8;mq;720;mq;mq;mq;mq;mq;mq;
07460;20240101000000;101540;50;0;240;7.700000;280.550000;275.250000;69;59960;0;mq;mq;mq;1;800;mq;mq;mq;97560;mq;mq;490;mq;mq;mq;mq;276.650000;mq;mq;11.200000;12.000000;-10;1;0.000000;mq;mq;-0.100000;-0.100000;-0.100000;0.400000;0.800000;mq;mq;mq;mq;1;mq;660;5;mq;3660;mq;mq;mq;mq;mq;mq;
07471;20240101000000;mq;60;0;200;1.800000;273.050000;271.650000;90;20000;0;mq;mq;90;6;800;mq;mq;mq;91860;92500;777;250;mq;mq;mq;mq;271.850000;mq;mq;3.200000;3.200000;-10;5;0.000000;mq;mq;0.000000;0.000000;-0.100000;0.200000;3.400000;mq;mq;mq;mq;1;mq;660;5;mq;930;6;mq;1140;mq;mq;mq;
07481;20240101000000;101650;80;0;150;3.900000;277.650000;275.550000;86;40000;1;7;1;0;0;mq;30;20;10;98710;mq;mq;270;mq;mq;mq;mq;mq;mq;mq;5.200000;5.300000;-10;1;0.000000;0.000000;-60;0.000000;-0.100000;-0.100000;0.400000;4.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07510;20240101000000;101660;60;1;200;4.100000;280.650000;279.550000;93;13890;0;mq;mq;90;2;1250;mq;mq;mq;101070;mq;mq;830;mq;mq;mq;mq;277.650000;mq;mq;5.700000;6.100000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.200000;0.400000;13.600000;mq;mq;mq;mq;2;mq;1020;3;mq;3300;7;mq;7080;mq;mq;mq;
07535;20240101000000;101770;20;0;210;3.900000;278.650000;277.950000;95;20000;0;mq;mq;mq;1;800;mq;mq;mq;98590;mq;mq;620;mq;mq;mq;mq;277.050000;mq;mq;7.200000;8.200000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.000000;3.900000;14.200000;mq;mq;mq;mq;1;mq;990;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07558;20240101000000;101810;40;0;260;5.100000;276.650000;275.350000;91;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;93330;mq;mq;240;mq;mq;mq;mq;274.950000;mq;mq;8.300000;9.900000;-10;mq;0.000000;mq;mq;0.000000;-0.100000;-0.100000;0.800000;1.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07577;20240101000000;101730;110;1;50;0.600000;276.950000;276.850000;99;150;45;mq;mq;mq;mq;mq;mq;mq;mq;100810;mq;mq;60;mq;mq;mq;mq;277.550000;mq;mq;1.400000;2.000000;-10;1;mq;mq;mq;0.000000;0.000000;0.000000;3.600000;4.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07591;20240101000000;mq;170;1;260;1.500000;276.050000;273.650000;84;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;91310;92500;769;-380;mq;272.050000;mq;280.950000;mq;mq;mq;mq;mq;mq;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;3.200000;3.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07607;20240101000000;101860;40;0;200;1.900000;280.950000;280.050000;94;44130;0;mq;mq;100;8;1750;mq;mq;mq;101140;mq;mq;840;mq;mq;mq;mq;280.550000;mq;mq;3.500000;4.300000;-10;mq;0.000000;mq;mq;0.200000;0.800000;0.800000;1.600000;7.900000;mq;mq;mq;mq;1;mq;1800;8;mq;6600;mq;9;mq;mq;mq;mq;
07621;20240101000000;102020;20;3;190;3.500000;278.050000;276.250000;88;27070;0;mq;mq;100;8;1750;mq;mq;mq;97590;mq;mq;890;mq;mq;mq;mq;275.650000;mq;mq;4.100000;5.600000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.400000;0.600000;2.800000;mq;mq;mq;mq;1;mq;1980;8;mq;5640;mq;mq;mq;mq;mq;mq;
07627;20240101000000;102080;0;4;100;1.200000;276.650000;275.950000;95;20000;0;mq;mq;100;8;5760;mq;mq;mq;97020;mq;mq;710;mq;mq;mq;mq;278.050000;mq;mq;2.400000;2.900000;-10;1;0.000000;mq;mq;0.000000;-0.100000;-0.100000;0.600000;2.600000;mq;mq;mq;mq;5;mq;5760;8;mq;6300;mq;mq;mq;mq;mq;mq;
07630;20240101000000;101940;50;3;190;2.400000;278.750000;276.950000;88;28270;0;mq;mq;75;6;800;mq;mq;mq;100090;mq;mq;680;mq;mq;mq;mq;276.650000;mq;mq;3.200000;5.600000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;-0.100000;1.400000;mq;mq;mq;mq;1;mq;900;6;mq;1500;6;mq;7080;mq;mq;mq;
07643;20240101000000;101740;80;0;290;8.300000;282.850000;275.650000;61;47080;0;mq;mq;mq;0;mq;mq;mq;mq;101640;mq;mq;90;mq;mq;mq;mq;278.150000;mq;mq;11.200000;11.200000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07650;20240101000000;101670;120;1;270;5.100000;280.550000;277.650000;82;57760;0;mq;mq;mq;1;4080;mq;mq;mq;101280;mq;mq;-80;mq;mq;mq;mq;276.450000;mq;mq;6.200000;6.800000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;-0.100000;-0.100000;mq;mq;mq;mq;1;mq;4080;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07661;20240101000000;mq;mq;mq;290;8.600000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;11.100000;14.700000;-10;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07690;20240101000000;101100;60;3;300;3.700000;281.550000;278.650000;82;30000;2;0;0;25;0;mq;30;20;12;100780;mq;mq;-860;mq;mq;mq;mq;279.450000;mq;mq;6.200000;6.600000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.000000;0.400000;13.900000;mq;mq;mq;mq;2;0;8000;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07747;20240101000000;101760;20;0;310;9.200000;285.150000;274.750000;49;60000;0;mq;mq;90;7;6780;mq;mq;mq;101230;mq;mq;370;mq;mq;mq;mq;281.350000;mq;mq;17.100000;17.100000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;2;mq;6780;7;mq;7320;mq;mq;mq;mq;mq;mq;
07761;20240101000000;101570;40;2;310;2.800000;286.250000;283.650000;84;28410;0;mq;mq;100;8;800;mq;mq;mq;101460;mq;mq;-410;mq;mq;mq;mq;283.050000;mq;mq;4.700000;4.700000;-10;mq;0.000000;mq;mq;0.000000;0.000000;-0.100000;0.800000;0.800000;mq;mq;mq;mq;5;mq;750;6;mq;900;8;mq;1050;mq;mq;mq;
07790;20240101000000;101280;40;0;210;2.100000;282.350000;279.250000;81;25480;0;mq;mq;mq;1;3240;mq;mq;mq;101130;mq;mq;-710;mq;mq;mq;mq;280.650000;mq;mq;3.000000;4.400000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;mq;3240;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61968;20240101000000;101000;70;5;mq;mq;299.550000;298.150000;92;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100950;mq;mq;20;mq;298.950000;mq;305.450000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;3.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61970;20240101000000;100830;220;6;330;5.200000;301.550000;298.750000;85;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100720;mq;mq;-220;mq;298.050000;mq;305.550000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;2.800000;2.800000;2.800000;2.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61972;20240101000000;100450;160;6;140;7.400000;299.550000;297.950000;91;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100380;mq;mq;-380;mq;298.750000;mq;303.050000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.200000;3.600000;4.200000;4.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61976;20240101000000;101020;110;6;90;2.200000;301.250000;297.650000;81;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100930;mq;mq;-80;mq;300.650000;mq;307.050000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;2.400000;2.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61980;20240101000000;101180;-60;5;130;8.100000;299.850000;295.050000;75;60000;0;mq;mq;mq;5;1750;mq;mq;mq;101030;mq;mq;-40;mq;mq;mq;mq;mq;mq;mq;12.100000;13.700000;-10;mq;mq;mq;mq;0.000000;0.000000;0.400000;0.400000;0.400000;mq;mq;mq;mq;4;mq;1680;4;mq;1980;5;mq;4140;mq;8;mq;
61996;20240101000000;101820;20;7;270;2.500000;287.150000;284.850000;86;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101470;mq;mq;-150;mq;287.150000;mq;294.250000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61997;20240101000000;99270;510;6;270;15.200000;278.950000;275.950000;81;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;97520;mq;mq;-380;mq;277.250000;mq;280.650000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;3.200000;6.800000;6.800000;7.200000;14.600000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61998;20240101000000;99080;260;1;310;10.300000;277.850000;274.850000;81;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;98720;mq;mq;960;mq;mq;mq;mq;mq;mq;mq;mq;14.400000;-10;mq;mq;mq;mq;0.000000;mq;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
67005;20240101000000;101010;-130;6;240;1.400000;300.950000;298.750000;88;20000;0;mq;mq;mq;0;mq;mq;mq;mq;100930;mq;mq;-10;mq;mq;mq;mq;mq;mq;mq;1.900000;5.000000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
71805;20240101000000;100120;260;1;290;9.200000;274.950000;272.650000;85;46360;0;mq;mq;mq;1;450;mq;mq;mq;100030;mq;mq;650;mq;mq;mq;mq;273.350000;mq;mq;13.300000;13.300000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;-0.100000;10.300000;mq;mq;mq;mq;1;mq;450;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78894;20240101000000;101730;80;3;40;6.200000;299.050000;293.350000;71;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101210;mq;mq;10;mq;297.550000;mq;303.250000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78897;20240101000000;101670;110;3;250;1.200000;296.450000;293.250000;82;35720;mq;mq;mq;mq;mq;mq;mq;mq;mq;101580;mq;mq;20;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78925;20240101000000;101590;100;3;90;2.400000;298.650000;294.350000;77;60000;0;mq;mq;100;8;1750;mq;mq;mq;101500;mq;mq;10;302.850000;mq;302.850000;mq;mq;mq;mq;4.100000;4.100000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;-0.100000;-0.100000;mq;mq;mq;mq;8;mq;1740;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81401;20240101000000;101300;90;3;70;1.100000;297.050000;296.150000;95;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101240;mq;mq;10;mq;296.450000;mq;307.150000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81405;20240101000000;101380;120;3;40;0.700000;297.450000;295.850000;91;14120;0;mq;mq;mq;0;mq;mq;mq;mq;101290;mq;mq;80;304.850000;mq;304.850000;mq;300.450000;mq;mq;1.100000;5.100000;-10;mq;mq;mq;mq;0.000000;0.000000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81408;20240101000000;101320;160;3;280;0.600000;298.150000;295.650000;86;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101240;mq;mq;50;mq;294.550000;mq;305.150000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81415;20240101000000;101310;110;3;0;0.000000;298.850000;296.750000;88;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100090;mq;mq;-30;mq;296.450000;mq;306.450000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
89642;20240101000000;97180;-10;6;120;3.100000;271.950000;262.350000;44;40000;2;1;1;50;0;8000;30;20;12;96660;mq;mq;mq;267.650000;mq;272.250000;mq;mq;mq;mq;mq;20.100000;-60;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;4;0;4800;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07005;20240101030000;100250;60;3;230;4.200000;280.050000;277.550000;84;15580;63;mq;mq;mq;mq;mq;mq;mq;mq;99380;mq;mq;730;mq;mq;mq;mq;278.150000;mq;mq;15.900000;15.900000;-10;mq;0.000000;mq;mq;0.400000;1.000000;2.000000;2.400000;3.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07015;20240101030000;100180;160;2;210;8.400000;280.250000;277.850000;85;11230;61;mq;mq;100;8;800;mq;mq;mq;99610;mq;mq;460;mq;mq;mq;mq;279.050000;mq;mq;13.100000;13.200000;-10;2;0.000000;mq;mq;1.600000;2.400000;3.600000;3.800000;5.400000;mq;mq;mq;mq;7;mq;780;8;mq;990;mq;9;mq;mq;mq;mq;
07020;20240101030000;100460;190;3;270;12.400000;284.250000;278.750000;69;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100350;mq;mq;1520;mq;mq;mq;mq;mq;mq;mq;19.600000;20.400000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.200000;6.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07027;20240101030000;100670;140;1;230;8.900000;280.250000;277.750000;84;19570;0;mq;mq;mq;3;1250;mq;mq;mq;99850;mq;mq;1300;mq;mq;mq;mq;279.850000;mq;mq;14.100000;14.100000;-10;1;0.000000;mq;mq;-0.100000;3.400000;4.000000;7.400000;9.000000;mq;mq;mq;mq;3;mq;1320;3;mq;1500;mq;8;mq;mq;mq;mq;
07037;20240101030000;100620;110;3;220;8.200000;279.150000;276.450000;83;36590;0;mq;mq;75;6;800;mq;mq;mq;98720;mq;mq;1050;mq;mq;mq;mq;278.950000;mq;mq;12.900000;13.400000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;1.000000;2.000000;mq;mq;mq;mq;1;mq;720;5;mq;1110;6;mq;1410;mq;8;mq;
07072;20240101030000;100750;70;3;220;5.400000;280.450000;276.850000;78;19800;0;mq;mq;90;6;800;mq;mq;mq;99600;mq;mq;490;mq;mq;mq;mq;278.850000;mq;mq;8.600000;11.600000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;1.200000;mq;mq;mq;mq;5;mq;810;6;mq;960;6;mq;2100;mq;mq;mq;
07110;20240101030000;100940;70;3;250;2.800000;281.050000;278.150000;82;31190;mq;mq;mq;mq;mq;mq;mq;mq;mq;99750;mq;mq;1370;mq;mq;mq;mq;277.650000;mq;mq;4.500000;5.700000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.200000;0.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07117;20240101030000;100780;120;3;mq;mq;282.750000;277.750000;71;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100080;mq;mq;1480;mq;mq;mq;mq;mq;mq;mq;mq;mq;-10;mq;mq;mq;mq;0.200000;0.200000;0.200000;2.200000;5.600000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07130;20240101030000;101050;120;3;220;4.000000;279.950000;276.950000;81;32930;0;mq;mq;75;6;5700;mq;mq;mq;100600;mq;mq;1390;mq;mq;mq;mq;280.450000;mq;mq;5.400000;7.100000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.000000;-0.100000;1.600000;mq;mq;mq;mq;6;mq;5700;mq;mq;mq;mq;mq;mq;mq;mq;mq;
